編號,證券代號,證券名稱,累計次數,注意交易資訊,日期,收盤價,本益比
6,01010T,京城樂富R1,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為8.82倍。當日之成交量較最近六十個營業日之平均成交量放大為 51.46倍﹝第九款﹞。,108.08.13,9.99      ,-----     
7,038633,FBVIX日盛8A購01,1,最近六個營業日累積收盤價跌幅達35.77%﹝第一款﹞。,108.06.18,0.12      ,-----     
8,041875,國巨兆豐91購02,2,最近六個營業日累積收盤價跌幅達39.10%﹝第一款﹞。,108.12.03,3.10      ,-----     
8,041875,國巨兆豐91購02,2,最近六個營業日累積收盤價漲幅達35.29%﹝第一款﹞。,108.11.25,6.20      ,-----     
9,082297,可成富邦82購01,5,最近六個營業日累積收盤價漲幅達38.95%﹝第一款﹞。,108.01.29,2.81      ,-----     
9,082297,可成富邦82購01,5,最近六個營業日累積收盤價漲幅達48.07%﹝第一款﹞。,108.01.28,2.81      ,-----     
9,082297,可成富邦82購01,5,最近六個營業日累積收盤價漲幅達48.11%﹝第一款﹞。,108.01.25,2.34      ,-----     
9,082297,可成富邦82購01,5,最近六個營業日累積收盤價漲幅達39.30%﹝第一款﹞。,108.01.24,1.87      ,-----     
9,082297,可成富邦82購01,5,最近六個營業日累積收盤價漲幅達39.30%﹝第一款﹞。,108.01.23,1.87      ,-----     
10,089100,全新統一86購03,1,最近六個營業日累積收盤價跌幅達32.94%﹝第一款﹞。,108.05.20,0.67      ,-----     
11,1101,台泥,1,08月14日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.87%，且08月14日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.02倍﹝第十二款﹞,108.08.15,38.00     ,9.00      
12,1109,信大,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.74倍。當日之成交量較最近六十個營業日之平均成交量放大為5.52倍﹝第九款﹞。,108.04.10,16.85     ,6.85      
12,1109,信大,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.58倍。當日之成交量較最近六十個營業日之平均成交量放大為7.15倍﹝第九款﹞。,108.04.08,16.60     ,6.75      
12,1109,信大,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.42倍。當日之成交量較最近六十個營業日之平均成交量放大為 22.33倍﹝第九款﹞。,108.04.03,16.30     ,6.63      
12,1109,信大,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.12倍。當日之成交量較最近六十個營業日之平均成交量放大為 21.80倍﹝第九款﹞。,108.04.02,15.95     ,6.48      
13,1213,大飲,4,最近六個營業日累積收盤價跌幅達37.01%﹝第一款﹞。,108.10.01,6.53      ,-----     
13,1213,大飲,4,最近六個營業日累積收盤價跌幅達40.43%﹝第一款﹞。,108.09.27,6.99      ,-----     
13,1213,大飲,4,最近六個營業日累積收盤價跌幅達29.58%。且09月26日之成交量為最近六十個營業日日平均成交量之12.19 倍﹝第三款﹞。且09月26日元大證券商買進之比率為64.71%﹝第五款﹞。,108.09.26,7.76      ,-----     
13,1213,大飲,4,最近六個營業日累積收盤價跌幅達38.87%﹝第一款﹞。,108.09.25,7.10      ,-----     
14,1225,福懋油,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.35倍。當日之成交量較最近六十個營業日之平均成交量放大為5.18倍﹝第九款﹞。,108.11.28,36.20     ,24.30     
15,1229,聯華,1,08月28日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.17%，且08月28日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為14.38 倍﹝第十二款﹞,108.08.29,32.90     ,13.27     
16,1235,興泰,4,最近六個營業日累積收盤價跌幅達26.31%。且11月29日之成交量為最近六十個營業日日平均成交量之12.61 倍﹝第三款﹞。且11月29日宏遠證券商賣出之比率為71.76%﹝第五款﹞。,108.11.29,21.60     ,360.00    
16,1235,興泰,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.35倍。當日之成交量較最近六十個營業日之平均成交量放大為 34.60倍﹝第九款﹞。,108.11.21,28.45     ,474.17    
16,1235,興泰,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.09倍。當日之成交量較最近六十個營業日之平均成交量放大為 22.33倍﹝第九款﹞。,108.08.14,28.45     ,98.10     
16,1235,興泰,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.18倍。當日之成交量較最近六十個營業日之平均成交量放大為 30.09倍﹝第九款﹞。,108.08.12,28.60     ,40.28     
17,1262,綠悅-KY,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.53倍。當日之成交量較最近六十個營業日之平均成交量放大為5.96倍﹝第九款﹞。,108.07.17,39.20     ,-----     
18,1305,華夏,2,03月15日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.81%，且03月15日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.80倍﹝第十二款﹞,108.03.18,22.75     ,7.53      
18,1305,華夏,2,03月14日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.67%，且03月14日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.61倍﹝第十二款﹞,108.03.15,22.50     ,7.45      
19,1310,台苯,5,08月23日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.64%，且08月23日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.01倍﹝第十二款﹞,108.08.26,21.80     ,10.28     
19,1310,台苯,5,08月22日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率20.34%，且08月22日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.14倍﹝第十二款﹞,108.08.23,24.50     ,11.56     
19,1310,台苯,5,08月21日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率23.44%，且08月21日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.63倍﹝第十二款﹞,108.08.22,24.55     ,11.58     
19,1310,台苯,5,08月20日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率24.84%，且08月20日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.35倍﹝第十二款﹞,108.08.21,24.50     ,11.56     
19,1310,台苯,5,08月16日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率19.71%，且08月16日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為10.10 倍﹝第十二款﹞,108.08.19,24.75     ,11.67     
20,1315,達新,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.74倍。當日之成交量較最近六十個營業日之平均成交量放大為5.42倍﹝第九款﹞。,108.11.15,43.75     ,11.92     
20,1315,達新,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.40倍。當日之成交量較最近六十個營業日之平均成交量放大為 10.16倍﹝第九款﹞。,108.11.14,41.90     ,11.42     
21,1321,大洋,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.36倍。當日之成交量較最近六十個營業日之平均成交量放大為5.95倍﹝第九款﹞。,108.08.30,31.55     ,-----     
22,1325,恆大,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.28倍。當日之成交量較最近六十個營業日之平均成交量放大為 42.93倍﹝第九款﹞。,108.12.31,16.90     ,33.80     
23,1339,昭輝,4,最近六個營業日累積收盤價漲幅達27.54%。且08月21日之成交量為最近六十個營業日日平均成交量之7.71倍﹝第三款﹞。,108.08.21,46.20     ,10.62     
23,1339,昭輝,4,最近六個營業日累積收盤價漲幅達31.54%。且08月20日之成交量為最近六十個營業日日平均成交量之12.77 倍﹝第三款﹞。,108.08.20,48.20     ,11.08     
23,1339,昭輝,4,最近六個營業日累積收盤價漲幅達32.20%﹝第一款﹞。且08月19日之成交量為最近六十個營業日日平均成交量之22.05 倍﹝第三款﹞。,108.08.19,48.25     ,11.09     
23,1339,昭輝,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.82倍。當日之成交量較最近六十個營業日之平均成交量放大為 28.35倍﹝第九款﹞。,108.08.16,43.90     ,10.09     
24,1418,東華,3,最近六個營業日累積收盤價漲幅達39.24%﹝第一款﹞。,108.02.22,9.99      ,-----     
24,1418,東華,3,最近六個營業日累積收盤價漲幅達39.34%﹝第一款﹞。,108.02.21,10.00     ,-----     
24,1418,東華,3,最近六個營業日累積收盤價漲幅達39.34%﹝第一款﹞。,108.02.20,10.00     ,-----     
25,1423,利華,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.16倍。當日之成交量較最近六十個營業日之平均成交量放大為 34.62倍﹝第九款﹞。,108.08.26,10.40     ,28.11     
26,1438,裕豐,5,最近六個營業日累積收盤價漲幅達39.62%﹝第一款﹞。,108.03.14,12.15     ,-----     
26,1438,裕豐,5,最近六個營業日累積收盤價漲幅達34.31%﹝第一款﹞。,108.03.13,11.80     ,-----     
26,1438,裕豐,5,最近六個營業日累積收盤價漲幅達36.77%﹝第一款﹞。,108.03.12,11.50     ,-----     
26,1438,裕豐,5,最近六個營業日累積收盤價漲幅達35.02%﹝第一款﹞。且03月11日之成交量為最近六十個營業日日平均成交量之13.06 倍﹝第三款﹞。且03月11日日盛證券商買進之比率為38.66%﹝第五款﹞。,108.03.11,11.00     ,-----     
26,1438,裕豐,5,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為8.83倍。當日之成交量較最近六十個營業日之平均成交量放大為 45.21倍﹝第九款﹞。,108.03.07,9.13      ,-----     
27,1441,大東,7,最近六個營業日累積收盤價漲幅達27.42%。且12月25日之成交量為最近六十個營業日日平均成交量之5.14倍﹝第三款﹞。,108.12.25,9.88      ,-----     
27,1441,大東,7,最近六個營業日累積收盤價漲幅達31.49%。且12月24日之成交量為最近六十個營業日日平均成交量之18.20 倍﹝第三款﹞。,108.12.24,10.30     ,-----     
27,1441,大東,7,最近六個營業日累積收盤價漲幅達30.28%。且12月23日之成交量為最近六十個營業日日平均成交量之17.08 倍﹝第三款﹞。,108.12.23,10.15     ,-----     
27,1441,大東,7,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.38倍。當日之成交量較最近六十個營業日之平均成交量放大為6.53倍﹝第九款﹞。,108.05.08,17.00     ,1.47      
27,1441,大東,7,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.07倍。當日之成交量較最近六十個營業日之平均成交量放大為6.31倍﹝第九款﹞。,108.05.07,16.50     ,1.42      
27,1441,大東,7,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.74倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.36倍﹝第九款﹞。,108.05.06,16.90     ,1.46      
27,1441,大東,7,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.19倍。當日之成交量較最近六十個營業日之平均成交量放大為 24.14倍﹝第九款﹞。,108.05.03,16.30     ,1.41      
28,1449,佳和,11,最近六個營業日累積收盤價漲幅達39.20%﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達125.77% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達146.82% ﹝第二款﹞。,108.12.02,11.65     ,-----     
28,1449,佳和,11,最近三十個營業日起迄兩個營業日之收盤價漲幅達101.88% ﹝第二款﹞。,108.11.29,10.70     ,-----     
28,1449,佳和,11,最近六個營業日累積收盤價漲幅達26.19%。且11月05日之成交量為最近六十個營業日日平均成交量之5.48倍﹝第三款﹞。,108.11.05,7.76      ,21.56     
28,1449,佳和,11,最近六個營業日累積收盤價漲幅達35.55%﹝第一款﹞。且11月04日之成交量為最近六十個營業日日平均成交量之9.35倍﹝第三款﹞。且11月04日元大證券商買進之比率為35.53%﹝第五款﹞。,108.11.04,7.71      ,21.42     
28,1449,佳和,11,最近六個營業日累積收盤價漲幅達31.72%。且11月01日之成交量為最近六十個營業日日平均成交量之7.88倍﹝第三款﹞。,108.11.01,7.10      ,19.72     
28,1449,佳和,11,最近六個營業日累積收盤價漲幅達36.33%﹝第一款﹞。且10月31日之成交量為最近六十個營業日日平均成交量之12.97 倍﹝第三款﹞。,108.10.31,7.31      ,20.31     
28,1449,佳和,11,最近六個營業日累積收盤價漲幅達26.41%。且10月30日之成交量為最近六十個營業日日平均成交量之10.03 倍﹝第三款﹞。,108.10.30,6.65      ,18.47     
28,1449,佳和,11,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.89倍。當日之成交量較最近六十個營業日之平均成交量放大為9.49倍﹝第九款﹞。,108.10.29,6.05      ,16.81     
28,1449,佳和,11,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.89倍。當日之成交量較最近六十個營業日之平均成交量放大為 25.04倍﹝第九款﹞。,108.10.28,6.05      ,16.81     
28,1449,佳和,11,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.04倍。當日之成交量較最近六十個營業日之平均成交量放大為9.75倍﹝第九款﹞。,108.10.22,5.16      ,14.33     
28,1449,佳和,11,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.49倍。當日之成交量較最近六十個營業日之平均成交量放大為 23.44倍﹝第九款﹞。,108.10.21,5.30      ,14.72     
29,1456,怡華,4,最近六個營業日累積收盤價漲幅達27.77%。且11月13日之成交量為最近六十個營業日日平均成交量之14.80 倍﹝第三款﹞。,108.11.13,11.30     ,35.31     
29,1456,怡華,4,最近六個營業日累積收盤價漲幅達28.28%。且11月12日之成交量為最近六十個營業日日平均成交量之11.74 倍﹝第三款﹞。,108.11.12,11.20     ,28.72     
29,1456,怡華,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為8.65倍。當日之成交量較最近六十個營業日之平均成交量放大為 21.93倍﹝第九款﹞。,108.11.11,10.45     ,26.79     
29,1456,怡華,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.88倍。當日之成交量較最近六十個營業日之平均成交量放大為 31.65倍﹝第九款﹞。,108.11.08,10.45     ,26.79     
30,1465,偉全,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.50倍。當日之成交量較最近六十個營業日之平均成交量放大為 26.26倍﹝第九款﹞。,108.12.19,15.05     ,4.23      
31,1466,聚隆,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.53倍。當日之成交量較最近六十個營業日之平均成交量放大為9.61倍﹝第九款﹞。,108.08.26,8.34      ,-----     
32,1472,三洋紡,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.69倍。當日之成交量較最近六十個營業日之平均成交量放大為5.71倍﹝第九款﹞。,108.09.12,34.25     ,14.96     
32,1472,三洋紡,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.57倍。當日之成交量較最近六十個營業日之平均成交量放大為 12.00倍﹝第九款﹞。,108.09.11,34.10     ,14.89     
33,1477,聚陽,5,08月05日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率19.58%，且08月05日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.07倍﹝第十二款﹞,108.08.06,178.00    ,22.28     
33,1477,聚陽,5,08月02日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率20.08%，且08月02日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.43倍﹝第十二款﹞,108.08.05,187.50    ,23.47     
33,1477,聚陽,5,07月31日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率19.86%，且07月31日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.11倍﹝第十二款﹞,108.08.01,180.00    ,22.53     
33,1477,聚陽,5,07月30日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.81%，且07月30日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.45倍﹝第十二款﹞,108.07.31,182.50    ,22.84     
33,1477,聚陽,5,07月29日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.91%，且07月29日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.81倍﹝第十二款﹞,108.07.30,183.00    ,22.90     
34,1507,永大,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.55倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.24倍﹝第九款﹞。,108.10.09,63.00     ,53.85     
35,1512,瑞利,1,最近六個營業日累積收盤價跌幅達25.59%。且11月20日之成交量為最近六十個營業日日平均成交量之12.78 倍﹝第三款﹞。,108.11.20,4.05      ,-----     
36,1514,亞力,2,08月27日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率18.07%，且08月27日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為19.36 倍﹝第十二款﹞,108.08.28,15.80     ,12.06     
36,1514,亞力,2,08月26日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.59%，且08月26日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為28.96 倍﹝第十二款﹞,108.08.27,17.25     ,13.17     
37,1516,川飛,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.72倍。當日之成交量較最近六十個營業日之平均成交量放大為 18.69倍﹝第九款﹞。,108.09.27,15.90     ,45.43     
37,1516,川飛,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.34倍。當日之成交量較最近六十個營業日之平均成交量放大為 27.90倍﹝第九款﹞。,108.05.07,16.50     ,32.35     
38,1526,日馳,2,最近六個營業日之累積週轉率為66.10%。且03月25日之週轉率為33.34%﹝第十款﹞。,108.03.25,39.50     ,15.49     
38,1526,日馳,2,最近六個營業日之累積週轉率為60.59%。且01月17日之週轉率為40.74%﹝第十款﹞。,108.01.17,34.10     ,13.37     
39,1527,鑽全,1,08月27日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.64%，且08月27日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為10.27 倍﹝第十二款﹞,108.08.28,50.20     ,7.14      
40,1528,恩德,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.66倍。當日之成交量較最近六十個營業日之平均成交量放大為5.52倍﹝第九款﹞。,108.12.24,9.54      ,-----     
40,1528,恩德,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.22倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.89倍﹝第九款﹞。,108.12.23,9.88      ,-----     
41,1529,樂士,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.07倍。當日之成交量較最近六十個營業日之平均成交量放大為 38.68倍﹝第九款﹞。,108.08.02,12.90     ,20.48     
42,1533,車王電,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.43倍。當日之成交量較最近六十個營業日之平均成交量放大為6.58倍﹝第九款﹞。,108.07.16,38.70     ,17.43     
43,1535,中宇,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.04倍。當日之成交量較最近六十個營業日之平均成交量放大為6.97倍﹝第九款﹞。,108.04.18,29.80     ,37.72     
43,1535,中宇,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.29倍。當日之成交量較最近六十個營業日之平均成交量放大為 11.26倍﹝第九款﹞。,108.04.16,29.65     ,37.53     
44,1541,錩泰,4,最近六個營業日累積收盤價漲幅達33.50%﹝第一款﹞。且06月18日之成交量為最近六十個營業日日平均成交量之7.06倍﹝第三款﹞。,108.06.18,38.80     ,25.53     
44,1541,錩泰,4,最近六個營業日累積收盤價漲幅達32.55%﹝第一款﹞。且06月17日之成交量為最近六十個營業日日平均成交量之11.29 倍﹝第三款﹞。,108.06.17,38.70     ,25.46     
44,1541,錩泰,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.03倍。當日之成交量較最近六十個營業日之平均成交量放大為7.05倍﹝第九款﹞。,108.05.13,26.90     ,17.70     
44,1541,錩泰,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.55倍。當日之成交量較最近六十個營業日之平均成交量放大為 18.34倍﹝第九款﹞。,108.05.10,28.60     ,18.82     
45,1568,倉佑,5,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.13倍。當日之成交量較最近六十個營業日之平均成交量放大為6.20倍﹝第九款﹞。,108.08.07,23.80     ,49.58     
45,1568,倉佑,5,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.61倍。當日之成交量較最近六十個營業日之平均成交量放大為 12.86倍﹝第九款﹞。,108.08.06,24.85     ,51.77     
45,1568,倉佑,5,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.93倍。當日之成交量較最近六十個營業日之平均成交量放大為9.59倍﹝第九款﹞。,108.08.05,23.80     ,49.58     
45,1568,倉佑,5,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.23倍。當日之成交量較最近六十個營業日之平均成交量放大為6.14倍﹝第九款﹞。,108.08.01,22.65     ,47.19     
45,1568,倉佑,5,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.86倍。當日之成交量較最近六十個營業日之平均成交量放大為 24.43倍﹝第九款﹞。,108.07.31,23.00     ,47.92     
46,1587,吉茂,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.74倍。當日之成交量較最近六十個營業日之平均成交量放大為 27.59倍﹝第九款﹞。,108.04.12,19.95     ,33.81     
47,1589,永冠-KY,1,08月02日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率14.27%，且08月02日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.17倍﹝第十二款﹞,108.08.05,49.25     ,-----     
48,1592,英瑞-KY,2,12月05日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率15.53%，且12月05日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.66倍﹝第十二款﹞,108.12.06,18.00     ,-----     
48,1592,英瑞-KY,2,12月04日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.27%，且12月04日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為8.04倍﹝第十二款﹞,108.12.05,18.00     ,-----     
49,1604,聲寶,1,08月01日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.04%，且08月01日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為16.78 倍﹝第十二款﹞,108.08.02,16.75     ,9.41      
50,1611,中電,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.36倍。當日之成交量較最近六十個營業日之平均成交量放大為8.34倍﹝第九款﹞。,108.10.16,11.10     ,28.46     
50,1611,中電,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.93倍。當日之成交量較最近六十個營業日之平均成交量放大為5.92倍﹝第九款﹞。,108.10.14,10.75     ,27.56     
50,1611,中電,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.47倍。當日之成交量較最近六十個營業日之平均成交量放大為7.91倍﹝第九款﹞。,108.10.09,10.65     ,27.31     
51,1612,宏泰,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.40倍。當日之成交量較最近六十個營業日之平均成交量放大為5.28倍﹝第九款﹞。,108.09.05,11.25     ,18.15     
51,1612,宏泰,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.08倍。當日之成交量較最近六十個營業日之平均成交量放大為 12.81倍﹝第九款﹞。,108.09.04,10.95     ,17.66     
51,1612,宏泰,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.16倍。當日之成交量較最近六十個營業日之平均成交量放大為 25.80倍﹝第九款﹞。,108.09.03,11.35     ,18.31     
52,1614,三洋電,3,最近六個營業日累積收盤價漲幅達28.52%。且05月08日之成交量為最近六十個營業日日平均成交量之10.32 倍﹝第三款﹞。,108.05.08,34.10     ,43.72     
52,1614,三洋電,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.34倍。當日之成交量較最近六十個營業日之平均成交量放大為6.88倍﹝第九款﹞。,108.04.12,25.85     ,33.14     
52,1614,三洋電,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.92倍。當日之成交量較最近六十個營業日之平均成交量放大為 12.30倍﹝第九款﹞。,108.04.11,27.00     ,34.62     
53,1626,艾美特-KY,5,最近六個營業日累積收盤價漲幅達40.83%﹝第一款﹞。,108.03.06,23.10     ,-----     
53,1626,艾美特-KY,5,最近六個營業日累積收盤價漲幅達40.13%﹝第一款﹞。,108.03.05,22.50     ,-----     
53,1626,艾美特-KY,5,最近六個營業日累積收盤價漲幅達36.41%﹝第一款﹞。且03月04日之成交量為最近六十個營業日日平均成交量之10.63 倍﹝第三款﹞。,108.03.04,21.35     ,-----     
