編號,證券代號,證券名稱,累計次數,注意交易資訊,日期,收盤價,本益比
47,031999,長榮群益13購01,2,最近六個營業日累積收盤價跌幅達33.99%﹝第一款﹞。,110.07.21,32.20     ,-----     
48,032002,台航群益0A購02,1,最近六個營業日累積收盤價跌幅達37.90%﹝第一款﹞。,110.09.23,8.25      ,-----     
49,032108,萬海永豐0A購04,1,最近六個營業日累積收盤價跌幅達38.84%﹝第一款﹞。,110.10.12,4.08      ,-----     
50,032114,鴻海第一14購01,1,最近六個營業日累積收盤價跌幅達27.34%。且04月29日第一自營證券商賣出之比率為100.00% ﹝第五款﹞。,110.04.29,0.34      ,-----     
51,032150,萬海凱基0A購04,1,最近六個營業日累積收盤價跌幅達38.53%﹝第一款﹞。,110.07.28,6.20      ,-----     
52,032264,台航元大0A購02,4,最近六個營業日累積收盤價跌幅達34.34%﹝第一款﹞。,110.07.29,3.23      ,-----     
52,032264,台航元大0A購02,4,最近六個營業日累積收盤價跌幅達48.75%﹝第一款﹞。,110.07.28,2.69      ,-----     
52,032264,台航元大0A購02,4,最近六個營業日累積收盤價跌幅達48.23%﹝第一款﹞。,110.07.27,2.75      ,-----     
52,032264,台航元大0A購02,4,最近六個營業日累積收盤價跌幅達39.49%﹝第一款﹞。,110.07.26,3.80      ,-----     
53,032265,台航元大0B購01,3,最近六個營業日累積收盤價跌幅達37.48%﹝第一款﹞。,110.07.28,3.85      ,-----     
53,032265,台航元大0B購01,3,最近六個營業日累積收盤價跌幅達42.16%﹝第一款﹞。,110.07.27,3.21      ,-----     
53,032265,台航元大0B購01,3,最近六個營業日累積收盤價跌幅達39.81%﹝第一款﹞。,110.07.26,3.55      ,-----     
54,032281,長榮國泰0C購03,3,最近六個營業日累積收盤價跌幅達45.47%﹝第一款﹞。,110.07.28,5.75      ,-----     
54,032281,長榮國泰0C購03,3,最近六個營業日累積收盤價跌幅達46.25%﹝第一款﹞。,110.07.26,7.00      ,-----     
54,032281,長榮國泰0C購03,3,最近六個營業日累積收盤價跌幅達37.81%﹝第一款﹞。,110.07.23,8.30      ,-----     
55,032535,長榮凱基0A購17,3,最近六個營業日累積收盤價跌幅達32.77%﹝第一款﹞。,110.09.10,2.73      ,-----     
55,032535,長榮凱基0A購17,3,最近六個營業日累積收盤價跌幅達46.87%﹝第一款﹞。,110.09.09,2.44      ,-----     
55,032535,長榮凱基0A購17,3,最近六個營業日累積收盤價跌幅達37.81%﹝第一款﹞。,110.09.08,2.42      ,-----     
56,032537,長榮凱基14購05,3,最近六個營業日累積收盤價跌幅達38.66%﹝第一款﹞。,110.08.13,1.84      ,-----     
56,032537,長榮凱基14購05,3,最近六個營業日累積收盤價跌幅達39.50%﹝第一款﹞。,110.08.12,2.01      ,-----     
56,032537,長榮凱基14購05,3,最近六個營業日累積收盤價跌幅達37.67%﹝第一款﹞。,110.08.11,2.31      ,-----     
57,032544,台驊控凱基12購01,2,最近六個營業日累積收盤價跌幅達38.90%﹝第一款﹞。,110.07.21,7.15      ,-----     
57,032544,台驊控凱基12購01,2,最近六個營業日累積收盤價跌幅達45.17%﹝第一款﹞。,110.07.20,7.60      ,-----     
58,032559,長榮群益0C購06,4,最近六個營業日累積收盤價跌幅達38.43%﹝第一款﹞。,110.08.06,5.80      ,-----     
58,032559,長榮群益0C購06,4,最近六個營業日累積收盤價跌幅達38.43%﹝第一款﹞。,110.08.05,5.80      ,-----     
58,032559,長榮群益0C購06,4,最近六個營業日累積收盤價跌幅達48.31%﹝第一款﹞。,110.08.04,5.80      ,-----     
58,032559,長榮群益0C購06,4,最近六個營業日累積收盤價跌幅達38.56%﹝第一款﹞。,110.08.03,6.90      ,-----     
59,032603,台驊控元大0A購02,1,最近六個營業日累積收盤價漲幅達37.78%﹝第一款﹞。,110.06.02,6.35      ,-----     
60,032637,長榮統一11購05,3,最近六個營業日累積收盤價跌幅達31.28%。且08月02日統一自營證券商賣出之比率為38.90%。且08月02日富邦證券商買進之比率為38.90%﹝第五款﹞。,110.08.02,1.80      ,-----     
60,032637,長榮統一11購05,3,最近六個營業日累積收盤價跌幅達50.36%﹝第一款﹞。,110.07.28,1.90      ,-----     
60,032637,長榮統一11購05,3,最近六個營業日累積收盤價漲幅達31.96%。且07月09日富邦證券商賣出之比率為42.38%﹝第五款﹞。,110.07.09,5.10      ,-----     
61,032638,長榮統一16購01,3,最近六個營業日累積收盤價跌幅達36.07%﹝第一款﹞。,110.08.12,2.26      ,-----     
61,032638,長榮統一16購01,3,最近六個營業日累積收盤價跌幅達37.04%﹝第一款﹞。,110.08.11,2.39      ,-----     
61,032638,長榮統一16購01,3,最近六個營業日累積收盤價跌幅達45.85%﹝第一款﹞。,110.07.28,3.45      ,-----     
62,032640,萬海統一11購01,1,最近六個營業日累積收盤價跌幅達37.93%﹝第一款﹞。,110.07.28,3.00      ,-----     
63,032718,長榮群益0C購07,3,最近六個營業日累積收盤價跌幅達37.93%﹝第一款﹞。,110.09.24,8.60      ,-----     
63,032718,長榮群益0C購07,3,最近六個營業日累積收盤價跌幅達47.24%﹝第一款﹞。,110.09.23,8.60      ,-----     
63,032718,長榮群益0C購07,3,最近六個營業日累積收盤價跌幅達37.41%﹝第一款﹞。,110.09.22,10.10     ,-----     
64,032824,長榮康和0A購07,2,最近六個營業日累積收盤價跌幅達38.66%﹝第一款﹞。,110.07.30,4.18      ,-----     
64,032824,長榮康和0A購07,2,最近六個營業日累積收盤價跌幅達38.66%﹝第一款﹞。,110.07.29,4.18      ,-----     
65,032862,長榮群益0A購10,1,最近六個營業日累積收盤價跌幅達37.77%﹝第一款﹞。,110.10.13,2.11      ,-----     
66,033000,長榮元富0B購03,1,最近六個營業日累積收盤價跌幅達33.29%﹝第一款﹞。,110.07.29,6.00      ,-----     
67,033072,長榮凱基14購06,1,最近六個營業日累積收盤價漲幅達42.24%﹝第一款﹞。,110.06.22,4.77      ,-----     
68,033174,萬海永豐0B購01,1,最近六個營業日累積收盤價跌幅達34.64%﹝第一款﹞。,110.10.07,2.58      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達32.93%﹝第一款﹞。,110.08.06,1.68      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達38.83%﹝第一款﹞。,110.08.04,1.54      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達41.40%﹝第一款﹞。,110.08.03,1.83      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達41.30%﹝第一款﹞。,110.08.02,2.22      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達40.51%﹝第一款﹞。,110.07.30,2.58      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達40.78%﹝第一款﹞。,110.07.29,2.97      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達58.07%﹝第一款﹞。,110.07.28,2.69      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達56.83%﹝第一款﹞。,110.07.27,3.04      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達50.92%﹝第一款﹞。且07月26日永豐金證券商買進之比率為52.62%﹝第五款﹞。,110.07.26,3.43      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價跌幅達34.61%﹝第一款﹞。,110.07.23,3.85      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價漲幅達37.39%﹝第一款﹞。,110.07.08,6.25      ,-----     
69,033284,長榮統一12購03,12,最近六個營業日累積收盤價漲幅達37.41%﹝第一款﹞。,110.07.07,5.70      ,-----     
70,033285,長榮統一15購01,4,最近六個營業日累積收盤價跌幅達34.05%﹝第一款﹞。,110.07.23,3.40      ,-----     
70,033285,長榮統一15購01,4,最近六個營業日累積收盤價漲幅達40.32%﹝第一款﹞。,110.07.08,6.60      ,-----     
70,033285,長榮統一15購01,4,最近六個營業日累積收盤價漲幅達40.07%﹝第一款﹞。,110.07.07,6.00      ,-----     
70,033285,長榮統一15購01,4,最近六個營業日累積收盤價漲幅達47.77%﹝第一款﹞。,110.07.06,6.20      ,-----     
71,033687,台驊控元大11購01,1,最近六個營業日累積收盤價漲幅達34.81%﹝第一款﹞。,110.06.02,4.33      ,-----     
72,033864,聯發科第一15購02,3,最近六個營業日累積收盤價跌幅達40.70%﹝第一款﹞。,110.05.19,0.45      ,-----     
72,033864,聯發科第一15購02,3,最近六個營業日累積收盤價跌幅達48.90%﹝第一款﹞。,110.05.18,0.48      ,-----     
72,033864,聯發科第一15購02,3,最近六個營業日累積收盤價跌幅達58.26%﹝第一款﹞。,110.05.17,0.49      ,-----     
73,033865,聯發科第一15購03,4,最近六個營業日累積收盤價跌幅達35.72%﹝第一款﹞。,110.05.20,0.39      ,-----     
73,033865,聯發科第一15購03,4,最近六個營業日累積收盤價跌幅達45.59%﹝第一款﹞。,110.05.19,0.39      ,-----     
73,033865,聯發科第一15購03,4,最近六個營業日累積收盤價跌幅達53.28%﹝第一款﹞。,110.05.18,0.43      ,-----     
73,033865,聯發科第一15購03,4,最近六個營業日累積收盤價跌幅達58.26%﹝第一款﹞。,110.05.17,0.52      ,-----     
74,034421,萬海統一11購03,3,最近六個營業日累積收盤價漲幅達36.74%﹝第一款﹞。,110.11.23,7.20      ,-----     
74,034421,萬海統一11購03,3,最近六個營業日累積收盤價漲幅達47.24%﹝第一款﹞。,110.11.22,7.25      ,-----     
74,034421,萬海統一11購03,3,最近六個營業日累積收盤價漲幅達37.63%﹝第一款﹞。,110.11.19,6.80      ,-----     
75,034607,萬海統一0C購06,6,最近六個營業日累積收盤價跌幅達42.12%﹝第一款﹞。,110.11.04,2.94      ,-----     
75,034607,萬海統一0C購06,6,最近六個營業日累積收盤價跌幅達51.21%﹝第一款﹞。,110.11.03,2.94      ,-----     
75,034607,萬海統一0C購06,6,最近六個營業日累積收盤價跌幅達57.27%﹝第一款﹞。,110.11.02,3.11      ,-----     
75,034607,萬海統一0C購06,6,最近六個營業日累積收盤價跌幅達56.90%﹝第一款﹞。,110.11.01,3.65      ,-----     
75,034607,萬海統一0C購06,6,最近六個營業日累積收盤價跌幅達46.90%﹝第一款﹞。,110.10.29,4.21      ,-----     
75,034607,萬海統一0C購06,6,最近六個營業日累積收盤價跌幅達37.23%﹝第一款﹞。,110.10.28,4.73      ,-----     
76,034672,長榮凱基0B購10,3,最近六個營業日累積收盤價跌幅達46.13%﹝第一款﹞。,110.07.26,3.54      ,-----     
76,034672,長榮凱基0B購10,3,最近六個營業日累積收盤價跌幅達38.21%﹝第一款﹞。,110.07.23,4.15      ,-----     
76,034672,長榮凱基0B購10,3,最近六個營業日累積收盤價跌幅達35.01%﹝第一款﹞。,110.07.22,4.38      ,-----     
77,034674,長榮凱基12購03,1,最近六個營業日累積收盤價跌幅達32.79%﹝第一款﹞。,110.07.21,6.10      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達33.88%﹝第一款﹞。,110.08.06,1.61      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達53.06%﹝第一款﹞。,110.08.05,1.39      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達57.91%﹝第一款﹞。,110.08.04,1.51      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達57.94%﹝第一款﹞。,110.08.03,1.74      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達57.92%﹝第一款﹞。,110.08.02,1.97      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達57.54%﹝第一款﹞。,110.07.30,2.19      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達58.04%﹝第一款﹞。,110.07.29,2.42      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達57.91%﹝第一款﹞。,110.07.28,2.64      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達57.95%﹝第一款﹞。,110.07.27,2.85      ,-----     
78,034683,長榮第一15購01,15,最近六個營業日累積收盤價跌幅達52.94%﹝第一款﹞。,110.07.26,3.08      ,-----     
