編號,證券代號,證券名稱,累計次數,注意交易資訊,日期,收盤價,本益比
31,049661,緯創凱基2C購22,2,最近六個營業日累積收盤價跌幅達41.83%﹝第一款﹞。,112.10.20,1.85      ,-----     
32,050964,技嘉元大35購01,6,最近六個營業日累積收盤價跌幅達35.82%﹝第一款﹞。,112.10.12,0.92      ,-----     
32,050964,技嘉元大35購01,6,最近六個營業日累積收盤價跌幅達38.20%﹝第一款﹞。,112.10.06,0.97      ,-----     
32,050964,技嘉元大35購01,6,最近六個營業日累積收盤價漲幅達33.17%﹝第一款﹞。,112.09.28,4.59      ,-----     
32,050964,技嘉元大35購01,6,最近六個營業日累積收盤價漲幅達34.85%﹝第一款﹞。,112.09.27,4.05      ,-----     
32,050964,技嘉元大35購01,6,最近六個營業日累積收盤價漲幅達34.88%﹝第一款﹞。,112.09.26,3.30      ,-----     
32,050964,技嘉元大35購01,6,最近六個營業日累積收盤價漲幅達32.13%﹝第一款﹞。,112.09.22,3.35      ,-----     
33,057955,台光電凱基37購01,1,最近六個營業日累積收盤價漲幅達39.22%﹝第一款﹞。,112.10.13,5.40      ,-----     
34,078230,滬深2X凱基26購02,1,本公司監視業務督導會報決議﹝第十四款﹞,112.02.22,0.12      ,-----     
35,087182,晶睿永豐25購02,3,最近六個營業日累積收盤價跌幅達38.89%﹝第一款﹞。,112.04.28,2.19      ,-----     
35,087182,晶睿永豐25購02,3,最近六個營業日累積收盤價跌幅達38.89%﹝第一款﹞。,112.04.27,2.19      ,-----     
35,087182,晶睿永豐25購02,3,最近六個營業日累積收盤價跌幅達34.56%﹝第一款﹞。,112.04.26,2.93      ,-----     
36,089536,創意統一2B購01,1,最近六個營業日累積收盤價跌幅達39.01%﹝第一款﹞。,112.08.16,6.50      ,-----     
37,1102,亞泥,1,07月18日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.18%，且07月18日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.48倍﹝第十二款﹞,112.07.19,44.80     ,13.06     
38,1103,嘉泥,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.73倍。當日之成交量較最近六十個營業日之平均成交量放大為 12.64倍﹝第九款﹞。,112.02.21,20.80     ,-----     
39,1104,環泥,3,07月20日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率19.08%，且07月20日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為8.12倍﹝第十二款﹞,112.07.21,28.10     ,10.33     
39,1104,環泥,3,07月19日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率19.47%，且07月19日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為9.13倍﹝第十二款﹞,112.07.20,31.20     ,11.47     
39,1104,環泥,3,07月18日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.54%，且07月18日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為10.53 倍﹝第十二款﹞,112.07.19,30.75     ,11.31     
40,1108,幸福,2,08月25日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率21.16%，且08月25日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為15.28 倍﹝第十二款﹞,112.08.28,15.00     ,8.82      
40,1108,幸福,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.48倍。當日之成交量較最近六十個營業日之平均成交量放大為 11.80倍﹝第九款﹞。,112.02.21,12.95     ,13.21     
41,1220,台榮,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.60倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.83倍﹝第九款﹞。,112.03.03,17.60     ,48.89     
42,1225,福懋油,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.26倍。當日之成交量較最近六十個營業日之平均成交量放大為 26.50倍﹝第九款﹞。,112.07.20,55.90     ,53.24     
43,1305,華夏,1,10月19日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.47%，且10月19日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.22倍﹝第十二款﹞,112.10.20,21.70     ,-----     
44,1307,三芳,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.15倍。當日之成交量較最近六十個營業日之平均成交量放大為 15.14倍﹝第九款﹞。,112.05.08,23.20     ,19.66     
45,1310,台苯,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.68倍。當日之成交量較最近六十個營業日之平均成交量放大為 21.34倍﹝第九款﹞。,112.04.24,17.05     ,-----     
46,1312,國喬,1,05月11日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率14.30%，且05月11日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.52倍﹝第十二款﹞,112.05.12,18.90     ,-----     
47,1314,中石化,1,05月11日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.78%，且05月11日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.50倍﹝第十二款﹞,112.05.12,9.71      ,161.83    
48,1316,上曜,5,09月14日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率14.70%，且09月14日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.61倍﹝第十二款﹞,112.09.15,10.80     ,180.00    
48,1316,上曜,5,09月13日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.82%，且09月13日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.60倍﹝第十二款﹞,112.09.14,10.30     ,171.67    
48,1316,上曜,5,09月12日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.50%，且09月12日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.86倍﹝第十二款﹞,112.09.13,10.35     ,172.50    
48,1316,上曜,5,09月11日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.11%，且09月11日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為8.23倍﹝第十二款﹞,112.09.12,10.20     ,170.00    
48,1316,上曜,5,09月08日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.04%，且09月08日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為9.01倍﹝第十二款﹞,112.09.11,10.15     ,169.17    
49,1319,東陽,1,09月13日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.51%，且09月13日當日沖銷成交量占該日總成交量比率70.24%﹝第十三款﹞,112.09.14,75.60     ,19.53     
50,1324,地球,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.88倍。當日之成交量較最近六十個營業日之平均成交量放大為 29.54倍﹝第九款﹞。,112.09.07,13.30     ,41.56     
51,1325,恆大,9,12月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.84%，且12月21日當日沖銷成交量占該日總成交量比率75.13%﹝第十三款﹞,112.12.22,40.90     ,104.87    
51,1325,恆大,9,最近六個營業日之累積週轉率為72.45%。且12月21日之週轉率為53.64%﹝第十款﹞。,112.12.21,40.85     ,104.74    
51,1325,恆大,9,最近六個營業日累積收盤價漲幅達33.37%﹝第一款﹞。,112.12.20,44.90     ,115.13    
51,1325,恆大,9,最近六個營業日累積收盤價漲幅達39.75%﹝第一款﹞。且12月05日之成交量為最近六十個營業日日平均成交量之6.60倍﹝第三款﹞。,112.12.05,38.70     ,99.23     
51,1325,恆大,9,最近六個營業日累積收盤價漲幅達59.49%﹝第一款﹞。且12月04日之成交量為最近六十個營業日日平均成交量之5.79倍﹝第三款﹞。,112.12.04,42.95     ,110.13    
51,1325,恆大,9,最近六個營業日累積收盤價漲幅達57.01%﹝第一款﹞。且12月01日之成交量為最近六十個營業日日平均成交量之12.51 倍﹝第三款﹞。且12月01日之週轉率為12.76%﹝第四款﹞。,112.12.01,39.05     ,100.13    
51,1325,恆大,9,最近六個營業日累積收盤價漲幅達47.01%﹝第一款﹞。且11月30日之成交量為最近六十個營業日日平均成交量之24.26 倍﹝第三款﹞。且11月30日之週轉率為19.61%﹝第四款﹞。,112.11.30,35.50     ,91.03     
51,1325,恆大,9,最近六個營業日累積收盤價漲幅達37.11%﹝第一款﹞。且11月29日之成交量為最近六十個營業日日平均成交量之25.82 倍﹝第三款﹞。且11月29日之週轉率為12.50%﹝第四款﹞。,112.11.29,32.30     ,82.82     
51,1325,恆大,9,最近六個營業日累積收盤價漲幅達27.25%。且11月28日之成交量為最近六十個營業日日平均成交量之26.12 倍﹝第三款﹞。,112.11.28,29.40     ,75.38     
52,1337,再生-KY,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.43倍。當日之成交量較最近六十個營業日之平均成交量放大為 10.72倍﹝第九款﹞。,112.05.11,7.60      ,-----     
53,1339,昭輝,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.57倍。當日之成交量較最近六十個營業日之平均成交量放大為 10.68倍﹝第九款﹞。,112.09.14,56.40     ,12.31     
54,1340,勝悅-KY,2,07月19日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.11%，且07月19日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為16.54 倍﹝第十二款﹞,112.07.20,12.95     ,-----     
54,1340,勝悅-KY,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.23倍。當日之成交量較最近六十個營業日之平均成交量放大為 29.57倍﹝第九款﹞。,112.06.08,13.15     ,-----     
55,1342,八貫,10,11月15日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.21%，且11月15日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為8.70倍﹝第十二款﹞,112.11.16,113.00    ,14.93     
55,1342,八貫,10,03月28日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.81%，且03月28日當日沖銷成交量占該日總成交量比率80.27%﹝第十三款﹞,112.03.29,153.50    ,21.17     
55,1342,八貫,10,最近六個營業日之累積週轉率為54.97%。且03月28日之週轉率為21.66%﹝第十款﹞。03月27日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.57%，且03月27日當日沖銷成交量占該日總成交量比率70.90%﹝第十三款﹞,112.03.28,156.00    ,21.52     
55,1342,八貫,10,02月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率75.04%，且02月22日當日沖銷成交量占該日總成交量比率80.69%﹝第十三款﹞,112.02.23,161.50    ,25.23     
55,1342,八貫,10,02月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率72.04%，且02月21日當日沖銷成交量占該日總成交量比率76.22%﹝第十三款﹞,112.02.22,161.00    ,25.16     
55,1342,八貫,10,最近六個營業日之累積週轉率為107.66% 。且02月17日之週轉率為18.47%﹝第十款﹞。,112.02.17,149.00    ,23.28     
55,1342,八貫,10,02月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.66%，且02月10日當日沖銷成交量占該日總成交量比率79.89%﹝第十三款﹞,112.02.13,147.50    ,23.05     
55,1342,八貫,10,02月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.49%，且02月09日當日沖銷成交量占該日總成交量比率64.46%﹝第十三款﹞,112.02.10,144.50    ,22.58     
55,1342,八貫,10,最近六個營業日之累積週轉率為53.59%。且02月09日之週轉率為21.52%﹝第十款﹞。,112.02.09,142.00    ,22.19     
55,1342,八貫,10,01月03日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.28%，且01月03日當日沖銷成交量占該日總成交量比率76.00%﹝第十三款﹞,112.01.04,125.00    ,19.53     
56,1417,嘉裕,3,02月07日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.15%，且02月07日當日沖銷成交量占該日總成交量比率83.76%﹝第十三款﹞,112.02.08,14.40     ,-----     
56,1417,嘉裕,3,01月05日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率79.27%，且01月05日當日沖銷成交量占該日總成交量比率87.00%﹝第十三款﹞,112.01.06,14.30     ,-----     
56,1417,嘉裕,3,最近六個營業日之累積週轉率為51.15%。且01月05日之週轉率為19.67%﹝第十款﹞。,112.01.05,14.45     ,-----     
57,1419,新紡,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.47倍。當日之成交量較最近六十個營業日之平均成交量放大為8.47倍﹝第九款﹞。,112.06.12,44.50     ,18.09     
58,1432,大魯閣,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.43倍。當日之成交量較最近六十個營業日之平均成交量放大為 12.57倍﹝第九款﹞。,112.11.22,19.70     ,27.75     
58,1432,大魯閣,2,最近六個營業日累積收盤價跌幅達33.60%﹝第一款﹞。,112.03.16,15.70     ,-----     
59,1435,中福,5,最近六個營業日累積收盤價漲幅達32.05%﹝第一款﹞。,112.10.02,45.50     ,-----     
59,1435,中福,5,最近六個營業日累積收盤價漲幅達33.27%﹝第一款﹞。,112.09.28,48.00     ,-----     
59,1435,中福,5,最近六個營業日累積收盤價跌幅達40.36%﹝第一款﹞。,112.03.24,32.25     ,38.39     
59,1435,中福,5,最近六個營業日累積收盤價跌幅達39.08%﹝第一款﹞。,112.03.23,34.15     ,40.65     
59,1435,中福,5,最近六個營業日累積收盤價跌幅達38.53%﹝第一款﹞。,112.03.22,35.35     ,42.08     
60,1436,華友聯,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.39倍。當日之成交量較最近六十個營業日之平均成交量放大為 30.37倍﹝第九款﹞。,112.08.30,66.50     ,12.22     
60,1436,華友聯,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.81倍。當日之成交量較最近六十個營業日之平均成交量放大為 38.62倍﹝第九款﹞。,112.05.23,60.00     ,9.13      
61,1437,勤益控,1,03月28日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.73%，且03月28日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為12.42 倍﹝第十二款﹞,112.03.29,28.20     ,14.10     
62,1443,立益物流,2,最近六個營業日累積收盤價漲幅達30.21%。且01月16日之成交量為最近六十個營業日日平均成交量之19.35 倍﹝第三款﹞。,112.01.16,29.30     ,10.24     
62,1443,立益物流,2,最近六個營業日累積收盤價漲幅達32.62%﹝第一款﹞。且01月13日之成交量為最近六十個營業日日平均成交量之16.28 倍﹝第三款﹞。,112.01.13,28.90     ,10.10     
63,1445,大宇,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.38倍。當日之成交量較最近六十個營業日之平均成交量放大為 31.84倍﹝第九款﹞。,112.01.10,16.10     ,-----     
64,1446,宏和,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.88倍。當日之成交量較最近六十個營業日之平均成交量放大為 17.58倍﹝第九款﹞。,112.06.21,36.05     ,-----     
65,1449,佳和,6,最近六個營業日累積收盤價漲幅達39.27%﹝第一款﹞。,112.11.08,20.05     ,80.20     
65,1449,佳和,6,最近六個營業日累積收盤價漲幅達39.75%﹝第一款﹞。且11月07日之成交量為最近六十個營業日日平均成交量之14.85 倍﹝第三款﹞。且11月07日之週轉率為20.72%﹝第四款﹞。,112.11.07,20.00     ,80.00     
65,1449,佳和,6,最近六個營業日累積收盤價漲幅達35.86%﹝第一款﹞。且11月06日之成交量為最近六十個營業日日平均成交量之10.76 倍﹝第三款﹞。且11月06日之週轉率為11.34%﹝第四款﹞。,112.11.06,19.25     ,77.00     
65,1449,佳和,6,最近六個營業日累積收盤價漲幅達27.30%。且11月03日之成交量為最近六十個營業日日平均成交量之9.10倍﹝第三款﹞。,112.11.03,17.50     ,70.00     
65,1449,佳和,6,最近六個營業日累積收盤價漲幅達32.24%﹝第一款﹞。,112.06.14,23.15     ,19.96     
65,1449,佳和,6,最近六個營業日累積收盤價漲幅達28.74%。且06月09日之成交量為最近六十個營業日日平均成交量之7.43倍﹝第三款﹞。,112.06.09,20.65     ,17.80     
66,1457,宜進,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.94倍。當日之成交量較最近六十個營業日之平均成交量放大為 17.17倍﹝第九款﹞。,112.11.28,19.00     ,86.36     
67,1466,聚隆,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.47倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.31倍﹝第九款﹞。,112.12.20,15.50     ,-----     
67,1466,聚隆,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.26倍。當日之成交量較最近六十個營業日之平均成交量放大為 32.60倍﹝第九款﹞。,112.12.07,14.10     ,-----     
68,1467,南緯,1,05月26日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.04%，且05月26日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.89倍﹝第十二款﹞,112.05.29,11.40     ,-----     
69,1471,首利,10,最近六個營業日累積收盤價漲幅達29.51%。且09月11日之週轉率為17.23%﹝第四款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達143.06% ﹝第二款﹞。,112.09.11,23.65     ,-----     
69,1471,首利,10,最近六個營業日累積收盤價漲幅達31.03%。且08月23日之週轉率為14.51%﹝第四款﹞。,112.08.23,18.70     ,-----     
69,1471,首利,10,最近六個營業日累積收盤價漲幅達37.31%﹝第一款﹞。且08月22日之週轉率為13.67%﹝第四款﹞。,112.08.22,18.50     ,-----     
69,1471,首利,10,最近六個營業日累積收盤價漲幅達34.55%﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達100.65% ﹝第二款﹞。,112.07.07,18.40     ,-----     
69,1471,首利,10,最近六個營業日累積收盤價漲幅達26.49%。且07月06日之週轉率為10.21%﹝第四款﹞。,112.07.06,17.80     ,-----     
69,1471,首利,10,最近六個營業日累積收盤價漲幅達34.20%﹝第一款﹞。,112.06.28,13.85     ,-----     
69,1471,首利,10,最近六個營業日累積收盤價漲幅達39.43%﹝第一款﹞。且06月27日之成交量為最近六十個營業日日平均成交量之7.87倍﹝第三款﹞。且06月27日之週轉率為20.36%﹝第四款﹞。,112.06.27,14.20     ,-----     
69,1471,首利,10,最近六個營業日累積收盤價漲幅達36.93%﹝第一款﹞。且06月26日之成交量為最近六十個營業日日平均成交量之5.28倍﹝第三款﹞。且06月26日之週轉率為11.90%﹝第四款﹞。,112.06.26,14.20     ,-----     
69,1471,首利,10,最近六個營業日累積收盤價漲幅達31.78%。且06月21日之成交量為最近六十個營業日日平均成交量之6.49倍﹝第三款﹞。且06月21日之週轉率為13.37%﹝第四款﹞。,112.06.21,12.95     ,-----     
69,1471,首利,10,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.13倍。當日之成交量較最近六十個營業日之平均成交量放大為 18.17倍﹝第九款﹞。,112.04.18,9.39      ,-----     
70,1472,三洋實業,1,最近六個營業日累積收盤價漲幅達25.99%。且12月04日之成交量為最近六十個營業日日平均成交量之6.30倍﹝第三款﹞。,112.12.04,67.10     ,29.05     
71,1477,聚陽,1,03月29日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.65%，且03月29日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.56倍﹝第十二款﹞,112.03.30,221.50    ,15.24     
72,1503,士電,8,12月07日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.14%，且12月07日當日沖銷成交量占該日總成交量比率75.41%﹝第十三款﹞,112.12.08,129.00    ,28.92     
72,1503,士電,8,最近六個營業日累積收盤價漲幅達27.54%。且12月07日之成交量為最近六十個營業日日平均成交量之11.24 倍﹝第三款﹞。且12月07日之週轉率為10.33%﹝第四款﹞。,112.12.07,132.50    ,29.71     
72,1503,士電,8,05月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.56%，且05月19日當日沖銷成交量占該日總成交量比率71.18%﹝第十三款﹞,112.05.22,137.00    ,34.25     
72,1503,士電,8,05月18日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.68%，且05月18日當日沖銷成交量占該日總成交量比率67.79%﹝第十三款﹞,112.05.19,134.50    ,33.63     
72,1503,士電,8,05月12日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.67%，且05月12日當日沖銷成交量占該日總成交量比率74.49%﹝第十三款﹞,112.05.15,114.00    ,28.50     
72,1503,士電,8,05月03日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.51%，且05月03日當日沖銷成交量占該日總成交量比率71.14%﹝第十三款﹞,112.05.04,114.00    ,29.53     
72,1503,士電,8,最近六個營業日累積收盤價漲幅達27.69%。且02月20日之成交量為最近六十個營業日日平均成交量之13.12 倍﹝第三款﹞。,112.02.20,85.10     ,21.54     
72,1503,士電,8,最近六個營業日累積收盤價漲幅達26.62%。且02月17日之成交量為最近六十個營業日日平均成交量之13.61 倍﹝第三款﹞。,112.02.17,84.70     ,21.44     
73,1513,中興電,5,最近六個營業日之累積週轉率為61.37%。且07月21日之週轉率為28.07%﹝第十款﹞。,112.07.21,112.50    ,20.09     
73,1513,中興電,5,最近六個營業日之累積週轉率為51.38%。且06月20日之週轉率為12.46%﹝第十款﹞。,112.06.20,132.00    ,23.57     
73,1513,中興電,5,最近六個營業日之累積週轉率為55.83%。且04月12日之週轉率為19.63%﹝第十款﹞。,112.04.12,115.00    ,22.07     
73,1513,中興電,5,03月02日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.01%，且03月02日當日沖銷成交量占該日總成交量比率63.52%﹝第十三款﹞,112.03.03,94.60     ,19.43     
73,1513,中興電,5,最近六個營業日之累積週轉率為65.56%。且02月21日之週轉率為13.68%﹝第十款﹞。02月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.41%，且02月20日當日沖銷成交量占該日總成交量比率62.60%﹝第十三款﹞,112.02.21,96.40     ,19.79     
