編號,證券代號,證券名稱,累計次數,注意交易資訊,日期,收盤價,本益比
23,069247,長榮元富3C購01,3,最近六個營業日累積收盤價漲幅達39.13%﹝第一款﹞。,113.06.17,27.90     ,-----     
23,069247,長榮元富3C購01,3,最近六個營業日累積收盤價漲幅達39.15%﹝第一款﹞。,113.06.13,27.80     ,-----     
24,069637,亞力國票39購01,1,最近六個營業日累積收盤價跌幅達52.11%﹝第一款﹞。,113.05.24,2.80      ,-----     
25,069954,中興電中信38購01,6,最近六個營業日累積收盤價漲幅達42.89%﹝第一款﹞。,113.07.19,4.00      ,-----     
25,069954,中興電中信38購01,6,最近六個營業日累積收盤價漲幅達35.74%﹝第一款﹞。,113.07.18,3.68      ,-----     
25,069954,中興電中信38購01,6,最近六個營業日累積收盤價漲幅達37.34%﹝第一款﹞。,113.07.17,3.31      ,-----     
25,069954,中興電中信38購01,6,最近六個營業日累積收盤價漲幅達41.99%﹝第一款﹞。,113.03.08,2.68      ,-----     
25,069954,中興電中信38購01,6,最近六個營業日累積收盤價漲幅達44.03%﹝第一款﹞。,113.03.07,2.42      ,-----     
25,069954,中興電中信38購01,6,最近六個營業日累積收盤價漲幅達35.16%﹝第一款﹞。,113.03.06,2.10      ,-----     
26,070280,T50反1群益3B購02,5,最近六個營業日累積收盤價漲幅達43.06%﹝第一款﹞。,113.09.23,2.59      ,-----     
26,070280,T50反1群益3B購02,5,最近六個營業日累積收盤價漲幅達54.43%﹝第一款﹞。,113.09.19,2.30      ,-----     
26,070280,T50反1群益3B購02,5,最近六個營業日累積收盤價漲幅達55.86%﹝第一款﹞。,113.09.18,2.00      ,-----     
26,070280,T50反1群益3B購02,5,最近六個營業日累積收盤價漲幅達48.70%﹝第一款﹞。,113.09.16,1.78      ,-----     
26,070280,T50反1群益3B購02,5,最近六個營業日累積收盤價漲幅達38.96%﹝第一款﹞。,113.09.13,1.44      ,-----     
27,071176,T50反1群益3B購03,4,最近六個營業日累積收盤價漲幅達36.97%﹝第一款﹞。,113.10.16,4.72      ,-----     
27,071176,T50反1群益3B購03,4,最近六個營業日累積收盤價漲幅達41.75%﹝第一款﹞。,113.09.23,3.35      ,-----     
27,071176,T50反1群益3B購03,4,最近六個營業日累積收盤價漲幅達36.98%﹝第一款﹞。,113.09.09,1.98      ,-----     
27,071176,T50反1群益3B購03,4,最近六個營業日累積收盤價漲幅達39.62%﹝第一款﹞。,113.09.05,1.68      ,-----     
28,071504,華城元大36購03,1,最近六個營業日累積收盤價跌幅達33.38%﹝第一款﹞。,113.04.25,11.00     ,-----     
29,073305,亞力第一39購01,1,最近六個營業日累積收盤價跌幅達33.99%﹝第一款﹞。,113.05.14,1.84      ,-----     
30,073758,華城元富37購02,1,最近六個營業日累積收盤價漲幅達35.49%﹝第一款﹞。,113.04.15,42.50     ,-----     
31,075760,T50反1群益41購01,1,最近六個營業日累積收盤價漲幅達39.87%﹝第一款﹞。,113.10.22,1.94      ,-----     
32,076097,智原永豐38購04,5,最近六個營業日累積收盤價跌幅達36.94%﹝第一款﹞。,113.06.05,0.04      ,-----     
32,076097,智原永豐38購04,5,最近六個營業日累積收盤價跌幅達39.50%﹝第一款﹞。,113.06.04,0.37      ,-----     
32,076097,智原永豐38購04,5,最近六個營業日累積收盤價漲幅達39.51%﹝第一款﹞。,113.05.15,2.30      ,-----     
32,076097,智原永豐38購04,5,最近六個營業日累積收盤價漲幅達50.69%﹝第一款﹞。,113.05.13,2.29      ,-----     
32,076097,智原永豐38購04,5,最近六個營業日累積收盤價漲幅達42.77%﹝第一款﹞。,113.05.10,1.89      ,-----     
33,076117,T50反1國票3B購01,3,最近六個營業日累積收盤價漲幅達33.63%﹝第一款﹞。,113.11.08,2.11      ,-----     
33,076117,T50反1國票3B購01,3,最近六個營業日累積收盤價漲幅達33.66%﹝第一款﹞。,113.11.07,1.79      ,-----     
33,076117,T50反1國票3B購01,3,最近六個營業日累積收盤價漲幅達37.07%﹝第一款﹞。,113.11.05,1.59      ,-----     
34,076119,亞力國票38購02,2,最近六個營業日累積收盤價跌幅達38.27%﹝第一款﹞。,113.05.28,4.17      ,-----     
34,076119,亞力國票38購02,2,最近六個營業日累積收盤價跌幅達46.15%﹝第一款﹞。,113.05.27,4.59      ,-----     
35,077474,亞翔永豐39購02,1,最近六個營業日累積收盤價跌幅達35.22%﹝第一款﹞。,113.05.27,1.37      ,-----     
36,079173,辛耘元大38購02,1,最近六個營業日累積收盤價漲幅達39.09%﹝第一款﹞。,113.04.10,22.70     ,-----     
37,081466,亞翔統一43購02,2,最近六個營業日累積收盤價跌幅達39.53%﹝第一款﹞。,113.05.20,0.89      ,-----     
37,081466,亞翔統一43購02,2,最近六個營業日累積收盤價跌幅達33.55%﹝第一款﹞。,113.05.17,0.96      ,-----     
38,081546,亞力群益39購02,1,最近六個營業日累積收盤價跌幅達34.92%﹝第一款﹞。,113.06.07,1.54      ,-----     
39,081648,亞力國票3C購01,1,最近六個營業日累積收盤價跌幅達48.35%﹝第一款﹞。,113.05.23,3.63      ,-----     
40,083777,亞翔群益39購05,1,最近六個營業日累積收盤價跌幅達34.00%﹝第一款﹞。,113.06.11,1.88      ,-----     
41,083920,聯發科群益41購06,1,最近六個營業日累積收盤價漲幅達32.23%﹝第一款﹞。,113.08.16,4.00      ,-----     
42,084390,亞翔凱基39購09,1,最近六個營業日累積收盤價跌幅達44.34%﹝第一款﹞。,113.05.29,2.85      ,-----     
43,084985,鴻海元大3A購04,1,最近六個營業日累積收盤價漲幅達36.54%﹝第一款﹞。,113.08.20,6.55      ,-----     
44,085548,亞翔凱基3C購02,3,最近六個營業日累積收盤價跌幅達36.03%﹝第一款﹞。,113.05.31,2.02      ,-----     
44,085548,亞翔凱基3C購02,3,最近六個營業日累積收盤價跌幅達40.27%﹝第一款﹞。,113.05.30,2.41      ,-----     
44,085548,亞翔凱基3C購02,3,最近六個營業日累積收盤價跌幅達40.89%﹝第一款﹞。,113.05.28,2.61      ,-----     
45,087129,鴻海元大3B購04,2,最近六個營業日累積收盤價漲幅達42.64%﹝第一款﹞。,113.08.16,4.21      ,-----     
45,087129,鴻海元大3B購04,2,最近六個營業日累積收盤價漲幅達32.02%﹝第一款﹞。,113.08.15,3.42      ,-----     
46,087385,T50反1元大43購03,5,最近六個營業日累積收盤價漲幅達35.96%﹝第一款﹞。,113.12.31,2.49      ,-----     
46,087385,T50反1元大43購03,5,最近六個營業日累積收盤價漲幅達37.47%﹝第一款﹞。,113.12.25,1.94      ,-----     
46,087385,T50反1元大43購03,5,最近六個營業日累積收盤價漲幅達37.38%﹝第一款﹞。,113.12.24,1.63      ,-----     
46,087385,T50反1元大43購03,5,最近六個營業日累積收盤價漲幅達38.67%﹝第一款﹞。,113.12.20,1.65      ,-----     
46,087385,T50反1元大43購03,5,最近六個營業日累積收盤價漲幅達37.74%﹝第一款﹞。,113.12.19,1.34      ,-----     
47,088432,第一銅凱基43購02,7,最近六個營業日累積收盤價漲幅達48.36%﹝第一款﹞。,113.11.13,5.20      ,-----     
47,088432,第一銅凱基43購02,7,最近六個營業日累積收盤價漲幅達48.24%﹝第一款﹞。,113.11.11,4.84      ,-----     
47,088432,第一銅凱基43購02,7,最近六個營業日累積收盤價漲幅達32.20%﹝第一款﹞。,113.08.01,4.83      ,-----     
47,088432,第一銅凱基43購02,7,最近六個營業日累積收盤價漲幅達38.81%﹝第一款﹞。,113.07.30,4.74      ,-----     
47,088432,第一銅凱基43購02,7,最近六個營業日累積收盤價漲幅達57.40%﹝第一款﹞。,113.06.19,4.05      ,-----     
47,088432,第一銅凱基43購02,7,最近六個營業日累積收盤價漲幅達45.76%﹝第一款﹞。,113.06.18,3.59      ,-----     
47,088432,第一銅凱基43購02,7,最近六個營業日累積收盤價漲幅達39.22%﹝第一款﹞。,113.06.17,3.16      ,-----     
48,088818,第一銅富邦43購01,6,最近六個營業日累積收盤價跌幅達51.69%﹝第一款﹞。,113.07.02,0.86      ,-----     
48,088818,第一銅富邦43購01,6,最近六個營業日累積收盤價跌幅達59.40%﹝第一款﹞。,113.07.01,1.03      ,-----     
48,088818,第一銅富邦43購01,6,最近六個營業日累積收盤價漲幅達38.71%﹝第一款﹞。,113.06.14,6.95      ,-----     
48,088818,第一銅富邦43購01,6,最近六個營業日累積收盤價漲幅達34.34%﹝第一款﹞。,113.06.13,6.20      ,-----     
48,088818,第一銅富邦43購01,6,最近六個營業日累積收盤價漲幅達48.02%﹝第一款﹞。,113.05.31,5.10      ,-----     
48,088818,第一銅富邦43購01,6,最近六個營業日累積收盤價漲幅達33.80%﹝第一款﹞。,113.05.30,4.37      ,-----     
49,1213,大飲,5,最近六個營業日累積收盤價漲幅達32.28%﹝第一款﹞。且12月20日之成交量為最近六十個營業日日平均成交量之6.85倍﹝第三款﹞。,113.12.20,16.00     ,-----     
49,1213,大飲,5,最近六個營業日累積收盤價漲幅達25.55%。且12月19日之成交量為最近六十個營業日日平均成交量之6.57倍﹝第三款﹞。,113.12.19,15.05     ,-----     
49,1213,大飲,5,最近六個營業日累積收盤價漲幅達35.43%﹝第一款﹞。且12月18日之成交量為最近六十個營業日日平均成交量之26.68 倍﹝第三款﹞。且12月18日台新證券商賣出之比率為38.26%﹝第五款﹞。,113.12.18,16.70     ,-----     
49,1213,大飲,5,最近六個營業日累積收盤價漲幅達30.56%。且07月17日之成交量為最近六十個營業日日平均成交量之7.36倍﹝第三款﹞。,113.07.17,11.00     ,-----     
49,1213,大飲,5,最近六個營業日累積收盤價漲幅達34.80%﹝第一款﹞。,113.07.16,10.45     ,-----     
50,1225,福懋油,13,最近六個營業日累積收盤價跌幅達28.35%。且12月24日之成交量為最近六十個營業日日平均成交量之10.95 倍﹝第三款﹞。且12月24日永豐金證券商賣出之比率為35.68%﹝第五款﹞。,113.12.24,44.65     ,25.08     
50,1225,福懋油,13,最近六個營業日累積收盤價跌幅達27.68%。且12月23日之成交量為最近六十個營業日日平均成交量之14.57 倍﹝第三款﹞。且12月23日永豐金證券商賣出之比率為53.86%﹝第五款﹞。,113.12.23,45.40     ,25.51     
50,1225,福懋油,13,最近九十個營業日起迄兩個營業日之收盤價漲幅達172.85% ﹝第二款﹞。,113.09.13,179.50    ,87.56     
50,1225,福懋油,13,最近九十個營業日起迄兩個營業日之收盤價漲幅達170.99% ﹝第二款﹞。,113.09.12,178.00    ,86.83     
50,1225,福懋油,13,最近九十個營業日起迄兩個營業日之收盤價漲幅達187.98% ﹝第二款﹞。,113.08.19,163.00    ,79.51     
50,1225,福懋油,13,最近九十個營業日起迄兩個營業日之收盤價漲幅達181.30% ﹝第二款﹞。,113.08.16,159.50    ,77.80     
50,1225,福懋油,13,最近九十個營業日起迄兩個營業日之收盤價漲幅達181.25% ﹝第二款﹞。,113.08.14,157.50    ,76.83     
50,1225,福懋油,13,最近九十個營業日起迄兩個營業日之收盤價漲幅達170.46% ﹝第二款﹞。,113.08.13,152.00    ,93.25     
50,1225,福懋油,13,最近九十個營業日起迄兩個營業日之收盤價漲幅達170.79% ﹝第二款﹞。,113.08.09,153.00    ,93.87     
50,1225,福懋油,13,最近九十個營業日起迄兩個營業日之收盤價漲幅達160.63% ﹝第二款﹞。,113.08.07,147.00    ,90.18     
50,1225,福懋油,13,最近九十個營業日起迄兩個營業日之收盤價漲幅達163.44% ﹝第二款﹞。,113.08.01,147.00    ,90.18     
50,1225,福懋油,13,最近六十個營業日起迄兩個營業日之收盤價漲幅達131.64% ﹝第二款﹞。,113.07.10,132.50    ,81.29     
50,1225,福懋油,13,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.58倍。當日之成交量較最近六十個營業日之平均成交量放大為 32.30倍﹝第九款﹞。,113.05.15,68.50     ,42.02     
51,1235,興泰,1,最近六個營業日累積收盤價跌幅達32.09%﹝第一款﹞。,113.12.26,78.00     ,16.81     
52,1256,鮮活果汁-KY,2,最近六個營業日累積收盤價漲幅達32.25%﹝第一款﹞。,113.10.04,178.50    ,19.77     
52,1256,鮮活果汁-KY,2,最近六個營業日累積收盤價漲幅達32.45%﹝第一款﹞。且10月01日之成交量為最近六十個營業日日平均成交量之15.07 倍﹝第三款﹞。,113.10.01,177.50    ,19.66     
53,1307,三芳,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.01倍。當日之成交量較最近六十個營業日之平均成交量放大為 16.74倍﹝第九款﹞。,113.11.01,47.00     ,16.61     
53,1307,三芳,2,08月22日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率14.65%，且08月22日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為10.21 倍﹝第十二款﹞,113.08.23,31.15     ,11.01     
54,1312,國喬,2,01月17日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率15.48%，且01月17日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.67倍﹝第十二款﹞,113.01.18,14.05     ,-----     
54,1312,國喬,2,01月16日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率14.00%，且01月16日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.89倍﹝第十二款﹞,113.01.17,14.05     ,-----     
55,1314,中石化,4,09月05日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率19.78%，且09月05日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.62倍﹝第十二款﹞,113.09.06,8.93      ,27.91     
55,1314,中石化,4,09月04日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.54%，且09月04日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.12倍﹝第十二款﹞,113.09.05,9.01      ,28.16     
55,1314,中石化,4,09月03日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率15.16%，且09月03日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.09倍﹝第十二款﹞,113.09.04,9.05      ,28.28     
55,1314,中石化,4,01月16日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.20%，且01月16日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.49倍﹝第十二款﹞,113.01.17,9.25      ,-----     
56,1316,上曜,11,最近六個營業日之累積週轉率為61.36%。且08月02日之週轉率為27.82%﹝第十款﹞。,113.08.02,21.55     ,-----     
56,1316,上曜,11,最近六個營業日之累積週轉率為61.37%。且07月16日之週轉率為13.68%﹝第十款﹞。,113.07.16,21.00     ,-----     
56,1316,上曜,11,最近六個營業日之累積週轉率為59.16%。且04月30日之週轉率為18.79%﹝第十款﹞。,113.04.30,20.30     ,-----     
56,1316,上曜,11,最近六個營業日之累積週轉率為113.86% 。且03月15日之週轉率為13.09%﹝第十款﹞。,113.03.15,19.95     ,-----     
56,1316,上曜,11,最近六個營業日累積收盤價漲幅達28.79%。且03月07日之成交量為最近六十個營業日日平均成交量之9.68倍﹝第三款﹞。且03月07日之週轉率為52.65%﹝第四款﹞。,113.03.07,25.10     ,-----     
56,1316,上曜,11,最近六個營業日累積收盤價漲幅達30.43%。且03月06日之週轉率為23.48%﹝第四款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達103.10% ﹝第二款﹞。,113.03.06,26.20     ,-----     
56,1316,上曜,11,最近六個營業日累積收盤價漲幅達30.38%。且03月05日之週轉率為17.57%﹝第四款﹞。,113.03.05,23.85     ,-----     
56,1316,上曜,11,最近六個營業日累積收盤價漲幅達26.61%。且02月26日之週轉率為12.13%﹝第四款﹞。,113.02.26,19.60     ,-----     
56,1316,上曜,11,最近六個營業日累積收盤價漲幅達26.52%。且02月23日之成交量為最近六十個營業日日平均成交量之6.67倍﹝第三款﹞。且02月23日之週轉率為15.90%﹝第四款﹞。,113.02.23,17.85     ,-----     
56,1316,上曜,11,最近六個營業日累積收盤價漲幅達27.42%。且02月21日之成交量為最近六十個營業日日平均成交量之14.37 倍﹝第三款﹞。且02月21日之週轉率為26.36%﹝第四款﹞。,113.02.21,18.10     ,-----     
56,1316,上曜,11,最近六個營業日累積收盤價漲幅達30.50%。且02月20日之成交量為最近六十個營業日日平均成交量之10.85 倍﹝第三款﹞。且02月20日之週轉率為15.38%﹝第四款﹞。,113.02.20,18.40     ,-----     
57,1321,大洋,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.14倍。當日之成交量較最近六十個營業日之平均成交量放大為6.84倍﹝第九款﹞。,113.08.20,40.70     ,38.76     
58,1325,恆大,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.67倍。當日之成交量較最近六十個營業日之平均成交量放大為 10.19倍﹝第九款﹞。,113.06.17,34.65     ,91.18     
59,1402,遠東新,1,07月16日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.14%，且07月16日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.49倍﹝第十二款﹞,113.07.17,37.30     ,23.91     
60,1413,宏洲,1,最近六個營業日累積收盤價漲幅達27.23%。且05月02日之成交量為最近六十個營業日日平均成交量之14.57 倍﹝第三款﹞。,113.05.02,11.85     ,-----     
61,1414,東和,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.20倍。當日之成交量較最近六十個營業日之平均成交量放大為 30.37倍﹝第九款﹞。,113.02.20,21.20     ,302.86    
62,1418,東華,6,最近六個營業日累積收盤價漲幅達26.44%。且07月08日之成交量為最近六十個營業日日平均成交量之10.23 倍﹝第三款﹞。,113.07.08,43.05     ,84.41     
62,1418,東華,6,最近六個營業日累積收盤價漲幅達28.84%。且06月26日之成交量為最近六十個營業日日平均成交量之14.81 倍﹝第三款﹞。,113.06.26,38.95     ,76.37     
62,1418,東華,6,最近六個營業日累積收盤價漲幅達33.46%﹝第一款﹞。且02月02日之成交量為最近六十個營業日日平均成交量之6.10倍﹝第三款﹞。,113.02.02,30.10     ,56.79     
62,1418,東華,6,最近六個營業日累積收盤價漲幅達32.40%﹝第一款﹞。且02月01日之成交量為最近六十個營業日日平均成交量之11.26 倍﹝第三款﹞。,113.02.01,29.65     ,55.94     
62,1418,東華,6,最近六個營業日累積收盤價漲幅達37.62%﹝第一款﹞。且01月31日之成交量為最近六十個營業日日平均成交量之27.00 倍﹝第三款﹞。且01月31日元大證券商賣出之比率為41.32%﹝第五款﹞。,113.01.31,30.15     ,56.89     
62,1418,東華,6,最近六個營業日累積收盤價漲幅達26.30%。且01月30日之成交量為最近六十個營業日日平均成交量之11.30 倍﹝第三款﹞。,113.01.30,27.60     ,52.08     
63,1438,三地開發,1,最近六個營業日累積收盤價漲幅達31.09%。且08月01日元大證券商賣出之比率為51.21%﹝第五款﹞。,113.08.01,95.00     ,-----     
64,1440,南紡,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.34倍。當日之成交量較最近六十個營業日之平均成交量放大為6.46倍﹝第九款﹞。,113.04.24,17.55     ,13.82     
65,1441,大東,1,最近六個營業日累積收盤價漲幅達28.51%。且07月10日之成交量為最近六十個營業日日平均成交量之9.23倍﹝第三款﹞。,113.07.10,18.35     ,-----     
66,1442,名軒,3,12月17日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.02%，且12月17日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.45倍﹝第十二款﹞,113.12.18,72.00     ,7.29      
66,1442,名軒,3,12月12日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.24%，且12月12日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.20倍﹝第十二款﹞,113.12.13,75.50     ,7.65      
66,1442,名軒,3,08月16日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.96%，且08月16日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.83倍﹝第十二款﹞,113.08.19,69.10     ,8.74      
67,1444,力麗,2,09月04日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.02%，且09月04日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.30倍﹝第十二款﹞,113.09.05,8.88      ,42.29     
67,1444,力麗,2,03月18日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率15.87%，且03月18日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.23倍﹝第十二款﹞,113.03.19,9.26      ,-----     
68,1446,宏和,4,最近六個營業日累積收盤價漲幅達25.28%。且05月07日之成交量為最近六十個營業日日平均成交量之8.60倍﹝第三款﹞。,113.05.07,47.50     ,59.38     
68,1446,宏和,4,最近六個營業日累積收盤價漲幅達34.01%﹝第一款﹞。且05月06日之成交量為最近六十個營業日日平均成交量之14.87 倍﹝第三款﹞。,113.05.06,49.00     ,61.25     
68,1446,宏和,4,最近六個營業日累積收盤價漲幅達29.36%。且05月03日之成交量為最近六十個營業日日平均成交量之22.78 倍﹝第三款﹞。,113.05.03,46.25     ,57.81     
68,1446,宏和,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.14倍。當日之成交量較最近六十個營業日之平均成交量放大為 14.95倍﹝第九款﹞。,113.05.02,43.75     ,54.69     
69,1449,佳和,10,最近六個營業日之累積週轉率為108.61% 。且12月10日之週轉率為35.04%﹝第十款﹞。,113.12.10,26.25     ,35.96     
69,1449,佳和,10,最近六個營業日之累積週轉率為54.39%。且12月03日之週轉率為21.67%﹝第十款﹞。,113.12.03,25.35     ,34.73     
69,1449,佳和,10,最近六個營業日之累積週轉率為183.90% 。且11月11日之週轉率為54.68%﹝第十款﹞。,113.11.11,26.85     ,23.35     
69,1449,佳和,10,11月06日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.73%，且11月06日當日沖銷成交量占該日總成交量比率76.47%﹝第十三款﹞,113.11.07,24.45     ,21.26     
69,1449,佳和,10,11月01日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.04%，且11月01日當日沖銷成交量占該日總成交量比率64.76%﹝第十三款﹞,113.11.04,22.60     ,19.65     
69,1449,佳和,10,最近六個營業日累積收盤價漲幅達29.43%。且11月01日之成交量為最近六十個營業日日平均成交量之8.19倍﹝第三款﹞。且11月01日之週轉率為27.07%﹝第四款﹞。,113.11.01,22.60     ,19.65     
69,1449,佳和,10,最近六個營業日累積收盤價漲幅達28.09%。且10月30日之成交量為最近六十個營業日日平均成交量之7.71倍﹝第三款﹞。且10月30日之週轉率為22.46%﹝第四款﹞。,113.10.30,22.30     ,19.39     
69,1449,佳和,10,最近六個營業日累積收盤價漲幅達30.26%。且10月29日之成交量為最近六十個營業日日平均成交量之19.31 倍﹝第三款﹞。且10月29日之週轉率為49.55%﹝第四款﹞。,113.10.29,23.00     ,20.00     
69,1449,佳和,10,07月29日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.89%，且07月29日當日沖銷成交量占該日總成交量比率72.66%﹝第十三款﹞,113.07.30,20.40     ,22.17     
69,1449,佳和,10,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.71倍。當日之成交量較最近六十個營業日之平均成交量放大為 21.10倍﹝第九款﹞。最近六個營業日之累積週轉率為69.49%。且07月29日之週轉率為42.73%﹝第十款﹞。,113.07.29,21.50     ,23.37     
