編號,證券代號,證券名稱,累計次數,注意交易資訊,日期,收盤價,本益比
3,3450,聯鈞,20,12月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率74.25%，且12月26日當日沖銷成交量占該日總成交量比率79.50%﹝第十三款﹞,113.12.27,291.00    ,161.67    
3,3504,揚明光,20,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.44倍。當日之成交量較最近六十個營業日之平均成交量放大為 16.09倍﹝第九款﹞。,113.12.27,64.00     ,-----     
3,4106,雃博,20,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.78倍。當日之成交量較最近六十個營業日之平均成交量放大為 31.14倍﹝第九款﹞。,113.12.27,26.55     ,27.95     
3,4133,亞諾法,20,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.26倍。當日之成交量較最近六十個營業日之平均成交量放大為 26.79倍﹝第九款﹞。,113.12.27,31.65     ,32.63     
3,4912,聯德控股-KY,20,最近六個營業日累積收盤價漲幅達25.45%。且12月27日之成交量為最近六十個營業日日平均成交量之6.49倍﹝第三款﹞。,113.12.27,160.00    ,23.05     
3,4977,眾達-KY,20,最近六個營業日之累積週轉率為176.57% 。且12月27日之週轉率為57.98%﹝第十款﹞。,113.12.27,149.00    ,150.51    
3,6558,興能高,20,最近六個營業日之累積週轉率為231.80% 。且12月27日之週轉率為110.41% ﹝第十款﹞。,113.12.27,40.45     ,-----     
3,8033,雷虎,20,12月27日之本益比為 243.46，且股價淨值比為7.22。另當日週轉率為10.70%，且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。,113.12.27,63.30     ,243.46    
3,8249,菱光,20,12月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.85%，且12月26日當日沖銷成交量占該日總成交量比率69.29%﹝第十三款﹞,113.12.27,65.00     ,28.02     
3,9103,美德醫療-DR,20,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價106.12% ﹝第八款﹞。,113.12.27,7.10      ,-----     
3,9136,巨騰-DR,20,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價78.18 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。,113.12.27,6.62      ,-----     
3,9919,康那香,20,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.27倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.85倍﹝第九款﹞。,113.12.27,21.05     ,-----     
4,062870,亞光統一54購01,19,最近六個營業日累積收盤價漲幅達36.52%﹝第一款﹞。,113.12.26,1.57      ,-----     
4,1235,興泰,19,最近六個營業日累積收盤價跌幅達32.09%﹝第一款﹞。,113.12.26,78.00     ,16.81     
4,2049,上銀,19,12月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.89%，且12月25日當日沖銷成交量占該日總成交量比率67.35%﹝第十三款﹞,113.12.26,320.00    ,57.35     
4,2250,IKKA-KY,19,最近六個營業日累積收盤價漲幅達36.63%﹝第一款﹞。12月25日之券資比為55.58%且為最近六個營業日之最低券資比16.29 倍且融資使用率34.22%且融券使用率19.02%﹝第七款﹞。,113.12.26,134.50    ,21.35     
4,2332,友訊,19,最近六個營業日累積收盤價漲幅達26.65%。且12月26日之成交量為最近六十個營業日日平均成交量之6.38倍﹝第三款﹞。且12月26日之週轉率為19.42%﹝第四款﹞。,113.12.26,26.90     ,92.76     
4,2348,海悅,19,最近六個營業日累積收盤價漲幅達30.68%。且六個營業日起迄兩個營業日收盤價價差達65.50 元﹝第一款﹞。,113.12.26,250.00    ,15.46     
4,2466,冠西電,19,最近六個營業日累積收盤價漲幅達47.58%﹝第一款﹞。,113.12.26,65.50     ,-----     
4,3059,華晶科,19,12月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.24%，且12月25日當日沖銷成交量占該日總成交量比率70.49%﹝第十三款﹞,113.12.26,41.20     ,35.83     
4,3450,聯鈞,19,12月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率72.65%，且12月25日當日沖銷成交量占該日總成交量比率65.87%﹝第十三款﹞,113.12.26,288.00    ,160.00    
4,4576,大銀微系統,19,12月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率72.78%，且12月25日當日沖銷成交量占該日總成交量比率77.25%﹝第十三款﹞,113.12.26,159.50    ,664.58    
4,5388,中磊,19,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.29倍。當日之成交量較最近六十個營業日之平均成交量放大為6.13倍﹝第九款﹞。,113.12.26,127.00    ,15.36     
4,6215,和椿,19,最近六個營業日累積收盤價漲幅達26.06%。且12月26日之週轉率為25.04%﹝第四款﹞。,113.12.26,90.90     ,58.27     
4,6781,AES-KY,19,六個營業日起迄兩個營業日收盤價價差達210.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞,113.12.26,1180.00   ,52.75     
4,8028,昇陽半導體,19,最近六個營業日之累積週轉率為60.61%。且12月26日之週轉率為20.63%﹝第十款﹞。,113.12.26,135.50    ,79.71     
4,8374,羅昇,19,12月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.70%，且12月25日當日沖銷成交量占該日總成交量比率72.49%﹝第十三款﹞,113.12.26,145.00    ,1035.71   
4,9103,美德醫療-DR,19,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價85.76 % ﹝第八款﹞。,113.12.26,6.74      ,-----     
4,911608,明輝-DR,19,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價150.34% ﹝第八款﹞。,113.12.26,3.70      ,-----     
4,9136,巨騰-DR,19,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價71.27 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。,113.12.26,6.45      ,-----     
4,9917,中保科,19,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.37倍。當日之成交量較最近六十個營業日之平均成交量放大為5.75倍﹝第九款﹞。,113.12.26,126.50    ,19.89     
5,087385,T50反1元大43購03,22,最近六個營業日累積收盤價漲幅達37.47%﹝第一款﹞。,113.12.25,1.94      ,-----     
5,1597,直得,22,12月24日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.35%，且12月24日當日沖銷成交量占該日總成交量比率75.48%﹝第十三款﹞,113.12.25,114.00    ,165.22    
5,2233,宇隆,22,最近六個營業日累積收盤價漲幅達34.20%。且六個營業日起迄兩個營業日收盤價價差達55.50 元﹝第一款﹞。且12月25日之成交量為最近六十個營業日日平均成交量之5.67倍﹝第三款﹞。且12月25日之週轉率為20.40%﹝第四款﹞。,113.12.25,265.00    ,24.05     
5,2250,IKKA-KY,22,最近六個營業日累積收盤價漲幅達39.30%﹝第一款﹞。且12月25日之成交量為最近六十個營業日日平均成交量之19.06 倍﹝第三款﹞。且12月25日之週轉率為30.29%﹝第四款﹞。,113.12.25,137.00    ,21.75     
5,2332,友訊,22,最近六個營業日累積收盤價漲幅達26.19%。且12月25日之成交量為最近六十個營業日日平均成交量之6.06倍﹝第三款﹞。且12月25日之週轉率為16.51%﹝第四款﹞。,113.12.25,27.35     ,94.31     
5,2348,海悅,22,最近六個營業日累積收盤價漲幅達25.20%。且六個營業日起迄兩個營業日收盤價價差達51.00 元﹝第一款﹞。,113.12.25,237.00    ,14.66     
5,2359,所羅門,22,最近六個營業日之累積週轉率為109.95% 。且12月25日之週轉率為25.61%﹝第十款﹞。,113.12.25,178.50    ,-----     
5,2417,圓剛,22,最近六個營業日之累積週轉率為50.43%。且12月25日之週轉率為12.71%﹝第十款﹞。,113.12.25,50.50     ,-----     
5,2464,盟立,22,12月24日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.02%，且12月24日當日沖銷成交量占該日總成交量比率73.93%﹝第十三款﹞,113.12.25,88.80     ,90.61     
5,2466,冠西電,22,最近六個營業日累積收盤價漲幅達59.41%﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達103.03% ﹝第二款﹞。,113.12.25,66.80     ,-----     
5,3059,華晶科,22,最近六個營業日累積收盤價漲幅達29.03%。且12月25日之成交量為最近六十個營業日日平均成交量之26.19 倍﹝第三款﹞。且12月25日之週轉率為32.86%﹝第四款﹞。,113.12.25,42.35     ,36.83     
5,3450,聯鈞,22,最近六個營業日之累積週轉率為115.54% 。且12月25日之週轉率為29.25%﹝第十款﹞。,113.12.25,286.00    ,158.89    
5,3694,海華,22,最近六個營業日累積收盤價漲幅達25.60%。且12月25日之成交量為最近六十個營業日日平均成交量之5.94倍﹝第三款﹞。且12月25日之週轉率為11.72%﹝第四款﹞。,113.12.25,58.00     ,23.20     
5,4576,大銀微系統,22,最近六個營業日累積收盤價漲幅達27.10%。且12月25日之成交量為最近六十個營業日日平均成交量之8.47倍﹝第三款﹞。且12月25日之週轉率為43.20%﹝第四款﹞。12月24日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.60%，且12月24日當日沖銷成交量占該日總成交量比率71.52%﹝第十三款﹞,113.12.25,159.50    ,664.58    
5,6215,和椿,22,最近六個營業日累積收盤價漲幅達27.55%。且12月25日之成交量為最近六十個營業日日平均成交量之5.21倍﹝第三款﹞。且12月25日之週轉率為48.57%﹝第四款﹞。,113.12.25,94.00     ,60.26     
5,6558,興能高,22,最近六個營業日之累積週轉率為142.54% 。且12月25日之週轉率為31.15%﹝第十款﹞。,113.12.25,37.50     ,-----     
5,8028,昇陽半導體,22,12月25日之本益比為80.88，且股價淨值比為6.06。另當日週轉率為 8.66%，暨美商高盛證券商成交買進金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為16.75%。單一投資人當日買進該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上﹝第六款﹞。,113.12.25,137.50    ,80.88     
5,8249,菱光,22,最近六個營業日之累積週轉率為121.81% 。且12月25日之週轉率為30.83%﹝第十款﹞。,113.12.25,65.40     ,28.19     
5,8374,羅昇,22,最近六個營業日之累積週轉率為86.62%。且12月25日之週轉率為14.10%﹝第十款﹞。,113.12.25,150.00    ,1071.43   
5,9103,美德醫療-DR,22,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價84.85 % ﹝第八款﹞。,113.12.25,6.13      ,-----     
5,9110,越南控-DR,22,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價68.81 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。,113.12.25,7.20      ,-----     
5,9136,巨騰-DR,22,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價70.72 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。,113.12.25,6.20      ,-----     
6,087385,T50反1元大43購03,20,最近六個營業日累積收盤價漲幅達37.38%﹝第一款﹞。,113.12.24,1.63      ,-----     
6,1225,福懋油,20,最近六個營業日累積收盤價跌幅達28.35%。且12月24日之成交量為最近六十個營業日日平均成交量之10.95 倍﹝第三款﹞。且12月24日永豐金證券商賣出之比率為35.68%﹝第五款﹞。,113.12.24,44.65     ,25.08     
6,2049,上銀,20,最近六個營業日累積收盤價漲幅達27.75%。且六個營業日起迄兩個營業日收盤價價差達51.00 元﹝第一款﹞。且12月24日之成交量為最近六十個營業日日平均成交量之5.05倍﹝第三款﹞。,113.12.24,321.50    ,57.62     
6,2233,宇隆,20,最近六個營業日累積收盤價漲幅達35.95%。且六個營業日起迄兩個營業日收盤價價差達60.50 元﹝第一款﹞。,113.12.24,251.00    ,22.78     
6,2250,IKKA-KY,20,最近六個營業日累積收盤價漲幅達39.70%﹝第一款﹞。且12月24日之成交量為最近六十個營業日日平均成交量之21.63 倍﹝第三款﹞。且12月24日之週轉率為23.77%﹝第四款﹞。,113.12.24,130.50    ,20.71     
6,2365,昆盈,20,12月23日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.85%，且12月23日當日沖銷成交量占該日總成交量比率74.66%﹝第十三款﹞,113.12.24,49.85     ,94.06     
6,2464,盟立,20,最近六個營業日之累積週轉率為68.99%。且12月24日之週轉率為26.54%﹝第十款﹞。,113.12.24,85.80     ,87.55     
6,2466,冠西電,20,最近六個營業日累積收盤價漲幅達51.02%﹝第一款﹞。且12月24日之成交量為最近六十個營業日日平均成交量之6.54倍﹝第三款﹞。,113.12.24,60.80     ,-----     
6,3059,華晶科,20,最近六個營業日累積收盤價漲幅達32.30%﹝第一款﹞。且12月24日之成交量為最近六十個營業日日平均成交量之16.55 倍﹝第三款﹞。且12月24日之週轉率為11.81%﹝第四款﹞。,113.12.24,39.70     ,34.52     
6,4571,鈞興-KY,20,最近六個營業日累積收盤價漲幅達35.44%。且六個營業日起迄兩個營業日收盤價價差達57.00 元﹝第一款﹞。,113.12.24,261.50    ,32.65     
6,4576,大銀微系統,20,最近六個營業日累積收盤價漲幅達34.02%﹝第一款﹞。且12月24日之成交量為最近六十個營業日日平均成交量之6.14倍﹝第三款﹞。且12月24日之週轉率為27.08%﹝第四款﹞。,113.12.24,155.00    ,645.83    
6,4583,台灣精銳,20,最近六個營業日累積收盤價漲幅達28.09%。且六個營業日起迄兩個營業日收盤價價差達142.00元﹝第一款﹞。,113.12.24,891.00    ,69.45     
6,5244,弘凱,20,最近六個營業日之累積週轉率為55.01%。且12月24日之週轉率為14.86%﹝第十款﹞。,113.12.24,53.40     ,21.71     
6,6205,詮欣,20,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.24倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.55倍﹝第九款﹞。,113.12.24,77.90     ,31.41     
6,6215,和椿,20,最近六個營業日累積收盤價漲幅達28.02%。且12月24日之成交量為最近六十個營業日日平均成交量之6.59倍﹝第三款﹞。且12月24日之週轉率為57.12%﹝第四款﹞。12月23日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率72.25%，且12月23日當日沖銷成交量占該日總成交量比率77.70%﹝第十三款﹞,113.12.24,90.10     ,57.76     
6,6451,訊芯-KY,20,12月23日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.46%，且12月23日當日沖銷成交量占該日總成交量比率69.13%﹝第十三款﹞,113.12.24,236.50    ,140.77    
6,8028,昇陽半導體,20,12月24日之本益比為80.29，且股價淨值比為6.02。另當日週轉率為 5.73%，暨瑞銀證券商成交賣出金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為12.46%﹝第六款﹞。,113.12.24,136.50    ,80.29     
6,8033,雷虎,20,12月24日之本益比為 235.00，且股價淨值比為6.97。另當日週轉率為 6.19%，且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。,113.12.24,61.10     ,235.00    
6,9110,越南控-DR,20,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價61.63 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。,113.12.24,7.09      ,-----     
6,9136,巨騰-DR,20,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價68.23 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。,113.12.24,6.18      ,-----     
7,1225,福懋油,25,最近六個營業日累積收盤價跌幅達27.68%。且12月23日之成交量為最近六十個營業日日平均成交量之14.57 倍﹝第三款﹞。且12月23日永豐金證券商賣出之比率為53.86%﹝第五款﹞。,113.12.23,45.40     ,25.51     
7,1597,直得,25,最近六個營業日之累積週轉率為58.41%。且12月23日之週轉率為16.01%﹝第十款﹞。,113.12.23,109.00    ,157.97    
7,2250,IKKA-KY,25,最近六個營業日累積收盤價漲幅達35.08%﹝第一款﹞。且12月23日之成交量為最近六十個營業日日平均成交量之7.31倍﹝第三款﹞。,113.12.23,125.00    ,19.84     
7,2332,友訊,25,最近六個營業日之累積週轉率為61.64%。且12月23日之週轉率為27.94%﹝第十款﹞。,113.12.23,26.25     ,90.52     
7,2359,所羅門,25,12月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.83%，且12月20日當日沖銷成交量占該日總成交量比率76.50%﹝第十三款﹞,113.12.23,168.50    ,-----     
7,2365,昆盈,25,最近六個營業日之累積週轉率為76.42%。且12月23日之週轉率為51.48%﹝第十款﹞。,113.12.23,51.10     ,96.42     
7,2374,佳能,25,最近六個營業日累積收盤價漲幅達25.68%。且12月23日之成交量為最近六十個營業日日平均成交量之5.64倍﹝第三款﹞。且12月23日之週轉率為27.25%﹝第四款﹞。12月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.50%，且12月20日當日沖銷成交量占該日總成交量比率74.86%﹝第十三款﹞,113.12.23,64.20     ,38.91     
7,2417,圓剛,25,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.39倍。當日之成交量較最近六十個營業日之平均成交量放大為5.70倍﹝第九款﹞。,113.12.23,48.30     ,-----     
7,2466,冠西電,25,最近六個營業日累積收盤價漲幅達41.88%﹝第一款﹞。,113.12.23,55.30     ,-----     
7,3047,訊舟,25,12月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.42%，且12月20日當日沖銷成交量占該日總成交量比率67.81%﹝第十三款﹞,113.12.23,31.30     ,156.50    
7,3059,華晶科,25,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.57倍。當日之成交量較最近六十個營業日之平均成交量放大為8.91倍﹝第九款﹞。,113.12.23,36.10     ,31.39     
7,4562,穎漢,25,12月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.87%，且12月20日當日沖銷成交量占該日總成交量比率72.75%﹝第十三款﹞,113.12.23,71.40     ,-----     
7,4571,鈞興-KY,25,最近六個營業日累積收盤價漲幅達30.71%。且六個營業日起迄兩個營業日收盤價價差達67.50 元﹝第一款﹞。且12月23日之週轉率為15.65%﹝第四款﹞。,113.12.23,253.50    ,31.65     
7,4576,大銀微系統,25,最近六個營業日之累積週轉率為51.05%。且12月23日之週轉率為10.86%﹝第十款﹞。,113.12.23,141.00    ,587.50    
7,4583,台灣精銳,25,六個營業日起迄兩個營業日收盤價價差達129.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞,113.12.23,810.00    ,63.13     
7,4968,立積,25,12月23日之本益比為 347.41，且股價淨值比為7.86。另當日週轉率為 5.14%，暨美林證券商成交賣出金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為16.82%。單一投資人當日賣出該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上﹝第六款﹞。,113.12.23,201.50    ,347.41    
7,4977,眾達-KY,25,12月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.85%，且12月20日當日沖銷成交量占該日總成交量比率67.61%﹝第十三款﹞,113.12.23,143.50    ,144.95    
7,6215,和椿,25,最近六個營業日之累積週轉率為204.74% 。且12月23日之週轉率為74.46%﹝第十款﹞。,113.12.23,84.50     ,54.17     
7,6451,訊芯-KY,25,12月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.10%，且12月20日當日沖銷成交量占該日總成交量比率60.83%﹝第十三款﹞,113.12.23,243.50    ,144.94    
7,6695,芯鼎,25,最近六個營業日之累積週轉率為53.94%。且12月23日之週轉率為10.57%﹝第十款﹞。,113.12.23,65.20     ,-----     
7,8374,羅昇,25,12月23日之本益比為1078.57，且股價淨值比為8.54。另當日週轉率為12.10%，單一投資人當日買進該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上﹝第六款﹞。,113.12.23,151.00    ,1078.57   
7,8482,商億-KY,25,最近六個營業日累積收盤價漲幅達34.46%﹝第一款﹞。,113.12.23,88.10     ,29.56     
7,9103,美德醫療-DR,25,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價89.20 % ﹝第八款﹞。,113.12.23,6.14      ,-----     
7,911608,明輝-DR,25,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價127.16% ﹝第八款﹞。,113.12.23,3.69      ,-----     
7,9136,巨騰-DR,25,公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價73.91 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。,113.12.23,6.09      ,-----     
8,087385,T50反1元大43購03,14,最近六個營業日累積收盤價漲幅達38.67%﹝第一款﹞。,113.12.20,1.65      ,-----     
8,1213,大飲,14,最近六個營業日累積收盤價漲幅達32.28%﹝第一款﹞。且12月20日之成交量為最近六十個營業日日平均成交量之6.85倍﹝第三款﹞。,113.12.20,16.00     ,-----     
8,2233,宇隆,14,最近六個營業日之累積週轉率為60.41%。且12月20日之週轉率為14.78%﹝第十款﹞。12月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.52%，且12月19日當日沖銷成交量占該日總成交量比率75.91%﹝第十三款﹞,113.12.20,220.50    ,20.01     
8,2374,佳能,14,最近六個營業日之累積週轉率為170.15% 。且12月20日之週轉率為53.83%﹝第十款﹞。,113.12.20,64.90     ,39.33     
8,2466,冠西電,14,最近六個營業日累積收盤價漲幅達32.07%﹝第一款﹞。,113.12.20,50.30     ,-----     
8,3019,亞光,14,最近六個營業日累積收盤價漲幅達32.13%﹝第一款﹞。且12月20日之週轉率為23.54%﹝第四款﹞。12月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.06%，且12月19日當日沖銷成交量占該日總成交量比率80.81%﹝第十三款﹞,113.12.20,163.50    ,30.06     
